Quality_Score,Species,Owner,Country of Origin,Company,Altitude,Region,Producer,Number of Bags,In-Country Partner,Harvest Year,Grading Date,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Color,Category Two Defects,Certification Body,date_diff
80.5,Arabica,Jacques Pereira Carneiro,Brazil,Exportadora de Cafés Carmo de Minas LTDA,1250,MANTIQUEIRA DE MINAS,MARIA ROGERIA COSTA PEREIRA,300,Specialty Coffee Association,2013-01-01 00:00:00,2014-04-17,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,Sample  80.50,10%,0 full defects,None,10 full defects,Specialty Coffee Association,365
80.5,Arabica,Eileen Koyanagi,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,10,Specialty Coffee Association,2013-01-01 00:00:00,2014-02-04,Hawaiian Kona,Completed,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,Sample  80.50,11%,1 full defects,Green,0 full defects,Specialty Coffee Association,365
80.5,Arabica,Juan Luis Alvarado Romero,Guatemala,"EXPORTCAFE, S.A",6100 METROS,HUEHUETENANGO,IDMAR DE JESUS VELASQUEZ CALDERON,250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-02-13,Bourbon,Completed,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,Sample  80.50,12%,1 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
80.5,Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,CAFEORGANICO.MX,1450,ZARAGOZA ITUNDUJIA,HERAS HERNANDEZ GAUDENCIO,18,AMECAFE,2012-01-01 00:00:00,2012-09-17,Typica,Completed,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,Sample  80.50,15%,0 full defects,None,1 full defects,AMECAFE,365
80.42,Arabica,CADEXSA,Honduras,CADEXSA,1450,Marcala,Jose Omar Acosta,275,Instituto Hondureño del Café,2016-01-01 00:00:00,2016-02-03,Other,Completed,Other,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,Sample  80.42,10%,0 full defects,Green,0 full defects,Instituto Hondureño del Café,365
80.42,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,600公尺,南投國姓,曾林春英,10,Blossom Valley International,2014-01-01 00:00:00,2014-11-23,Typica,Completed,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,Sample  80.42,14%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.42,Arabica,LUSSO LAB,El Salvador,LUSSO COFFEE LAB,"1,450m","Department of Ahuachapan, Municipality of Apanecallamatepec Mountain","Luis, Rafael and Carmen Silva Hoff",2,Specialty Coffee Association,2013-01-01 00:00:00,2014-04-26,Bourbon,Completed,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,Sample  80.42,0%,0 full defects,Green,1 full defects,Specialty Coffee Association,365
80.42,Arabica,Adam Ciruli Ye,China,Yunnan New Century Tech Inc.,1700,Yunnan,Alicia's Farm,1,Specialty Coffee Association,2013-01-01 00:00:00,2014-01-17,Other,Completed,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,Sample  80.42,17%,0 full defects,Green,14 full defects,Specialty Coffee Association,365
80.42,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際        ,600 M,Nantou Guoxing 南投縣國姓鄉        ,Huang san lang 黃三郎        ,10,"Blossom Valley International
",2013-01-01 00:00:00,2013-12-26,Typica,Completed,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,Sample  80.42,11%,0 full defects,Green,0 full defects,"Blossom Valley International
",365
80.42,Arabica,ALFREDO BOJALIL,Mexico,ECOMTRADING,1050,POCHUTLA,CARLOS ALBERTO GOMEZ,250,AMECAFE,2012-01-01 00:00:00,2012-09-04,Typica,Completed,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,Sample  80.42,10%,2 full defects,Green,4 full defects,AMECAFE,365
80.42,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012-01-01 00:00:00,2012-08-30,Caturra,Completed,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,Sample  80.42,12%,4 full defects,Green,16 full defects,AMECAFE,365
80.33,Arabica,SIMON MAHINDA,Burundi,Sangana Commodities K limited,1700,MUMIRWA,SOGESTAL MUMIRWA,300,Kenya Coffee Traders Association,2016-01-01 00:00:00,2016-01-22,Other,Completed,Other,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,Sample  80.33,12%,0 full defects,Green,0 full defects,Kenya Coffee Traders Association,365
80.33,Arabica,Delfina Leon Shine,Tanzania,Delfina Farm,1700,Mkuu Rombo,Delfina Leon Shine,10,Africa Fine Coffee Association,2015-01-01 00:00:00,2015-11-16,Bourbon,Completed,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,Sample  80.33,13%,0 full defects,Green,5 full defects,Africa Fine Coffee Association,365
80.33,Arabica,Kongoni Estate,Tanzania,Kongoni Estate,N/A,Arusha,Kongoni Estate,1,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-12-18,Other,Completed,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,Sample  80.33,12%,0 full defects,Bluish-Green,5 full defects,Africa Fine Coffee Association,365
80.33,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,600 M,Taichung Xinshe 台中市新社區,Wu yi ting 吳伊婷,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Yellow Bourbon,Completed,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,Sample  80.33,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.33,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,AGRIPEC DE LA VEGA Y CIA.,250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-06-06,Bourbon,Completed,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,Sample  80.33,11%,1 full defects,Green,4 full defects,Asociacion Nacional Del Café,365
80.33,Arabica,MIGUEL CORTES MORENO,Mexico,ESTRATEGIAS CONSTRUCTIVAS CORZU S.A. DE C.V.,940,CHILÓN,ARMANDO GUTIERREZ GUZMAN,10,AMECAFE,2012-01-01 00:00:00,2012-08-30,Typica,Completed,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,Sample  80.33,11%,0 full defects,Green,21 full defects,AMECAFE,365
80.33,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),CQI,N/A,Kona,N/A,10,Specialty Coffee Association,2012-01-01 00:00:00,2012-02-08,Hawaiian Kona,Completed,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,Sample  80.33,12%,5 full defects,Green,7 full defects,Specialty Coffee Association,365
80.33,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,N/A,Kelem Welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,Ethiopia Commodity Exchange,2010-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,Sample  80.33,10%,0 full defects,None,1 full defects,Ethiopia Commodity Exchange,365
80.25,Arabica,Volcafe Ltda. - Brasil,Brazil,Volcafe Ltda.,995,Cerrado - Monte Carmelo - Minas Gerais,Luiz Augusto Pereira Moguilod,440,Brazil Specialty Coffee Association,2017-01-01 00:00:00,2017-11-03,Catuai,Completed,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,Sample  80.25,11%,0 full defects,Green,1 full defects,Brazil Specialty Coffee Association,365
80.25,Arabica,Bismarck Castro,Honduras,CIGRAH S.A DE C.V,1400,Comayagua,Yamilet Lope,275,Instituto Hondureño del Café,2016-01-01 00:00:00,2017-04-06,Caturra,Completed,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,Sample  80.25,10%,0 full defects,Green,4 full defects,Instituto Hondureño del Café,365
80.25,Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,CAFE DON BALBINO S.C. DE R.L. DE C.V.,1600,Sierra Madre Occidental,Balbino Ramirez Flores,60,Centro Agroecológico del Café A.C.,2016-01-01 00:00:00,2016-04-26,Caturra,Completed,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,Sample  80.25,10%,0 full defects,Green,2 full defects,Centro Agroecológico del Café A.C.,365
80.25,Arabica,Bob McCauley,Myanmar,"Waylead Industrial Co, Ltd.",3000 ft,"Yauk Sauk, Shan State","Waylead Co, Ltd",2,Specialty Coffee Association,2015-01-01 00:00:00,2015-08-27,Other,Completed,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,Sample  80.25,11%,1 full defects,Green,26 full defects,Specialty Coffee Association,365
80.25,Arabica,U Htun Htun,Myanmar,N/A,4287,Ywar Ngan,U Htun Htun,1,Coffee Quality Institute,2014-01-01 00:00:00,2015-07-17,Catuai,Completed,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,Sample  80.25,0%,0 full defects,Green,1 full defects,Coffee Quality Institute,365
80.25,Arabica,Gloria Antonieta Escobar Urrutia,Nicaragua,ZEAS ESCOBAR Y COMPAÑÍA LIMITADA,900 m.s.n.m.,MATAGALPA - NICARAGUA,GLORIA ANTONIETA ESCOBAR URRUTIA,275,Asociación de Cafés Especiales de Nicaragua,2015-01-01 00:00:00,2015-02-20,Caturra,Completed,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,Sample  80.25,11%,0 full defects,Green,2 full defects,Asociación de Cafés Especiales de Nicaragua,365
80.25,Arabica,Eileen Koyanagi,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,2,Specialty Coffee Association,2014-01-01 00:00:00,2014-03-03,Hawaiian Kona,Completed,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,Sample  80.25,12%,4 full defects,Green,13 full defects,Specialty Coffee Association,365
80.25,Arabica,Honor dela Fuente,Colombia,Costco Wholesale Industries,N/A,Unknown,N/A,1,Specialty Coffee Association,2012-01-01 00:00:00,2014-01-08,Typica,Completed,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,Sample  80.25,10%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
80.25,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,700 M,Chiayi Fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,5,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,Sample  80.25,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.25,Arabica,The Coffee Source Inc.,Guatemala,The Coffee Source Inc.,1400,Oriente,UNEX,250,Specialty Coffee Association,2012-01-01 00:00:00,2013-01-09,Caturra,Completed,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,Sample  80.25,11%,1 full defects,Green,12 full defects,Specialty Coffee Association,365
80.25,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,N/A,808,"CALNALI, HIDALGO","HERNANDEZ PACHECO, TIMOTEO",10,AMECAFE,2012-01-01 00:00:00,2012-09-27,Caturra,Completed,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,Sample  80.25,11%,2 full defects,None,8 full defects,AMECAFE,365
80.17,Arabica,"Sunvirtue Co., Ltd.",Vietnam,"Sunvirtue Co., Ltd.",1550,Dala,"Yeh, Li Chuan",1,Specialty Coffee Association,2017-01-01 00:00:00,2017-05-09,Catimor,Completed,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,Sample  80.17,0%,0 full defects,None,2 full defects,Specialty Coffee Association,365
80.17,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,Exportadora Atlantic S.A,1100 - 1275 mts,Jinotega,Sheldom La rue,275,Asociación de Cafés Especiales de Nicaragua,2015-01-01 00:00:00,2015-04-24,Caturra,Completed,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,Sample  80.17,11%,0 full defects,None,2 full defects,Asociación de Cafés Especiales de Nicaragua,365
80.17,Arabica,CADEXSA,Honduras,CADEXSA,1400 msnm,Marcala,Jose Omar Acosta,275,Instituto Hondureño del Café,2015-01-01 00:00:00,2015-01-26,Catuai,Completed,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,Sample  80.17,11%,0 full defects,Green,0 full defects,Instituto Hondureño del Café,365
80.17,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",4300,ORIENTE,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-08-07,Bourbon,Completed,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,Sample  80.17,11%,0 full defects,Green,2 full defects,Asociacion Nacional Del Café,365
80.17,Arabica,PABLO ENRIQUE MARTINEZ GAMA,Mexico,CAFÉ KATSINA,1250,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,AMECAFE,2012-01-01 00:00:00,2012-10-09,Typica,Completed,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,Sample  80.17,11%,0 full defects,Green,2 full defects,AMECAFE,365
80.17,Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,CAFEORGANICO.MX,1550,ZARAGOZA ITUNDUJIA,CIRILO JOSE JOSE,15,AMECAFE,2012-01-01 00:00:00,2012-09-13,Typica,Completed,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,Sample  80.17,14%,1 full defects,Green,2 full defects,AMECAFE,365
80.17,Arabica,MARCO VIRGILIO RAMIREZ TELIZ,Mexico,CAFES DE NARANJAL S.A. DE C.V,1000,VERACRUZ,MARCO VIRGILIO RAMIREZ TELIZ,15,AMECAFE,2012-01-01 00:00:00,2012-09-10,Bourbon,Completed,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,Sample  80.17,12%,0 full defects,Green,12 full defects,AMECAFE,365
80.17,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012-01-01 00:00:00,2012-05-24,Bourbon,Completed,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,Sample  80.17,11%,0 full defects,Green,5 full defects,Asociacion Nacional Del Café,365
80.17,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,N/A,22,Specialty Coffee Association,N/A,2011-09-22,Other,Completed,Other,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,Sample  80.17,5%,12 full defects,None,1 full defects,Specialty Coffee Association,365
80.08,Arabica,Brayan Cunha Souza,Brazil,CARMO COFFEES,1100,MANTIQUEIRA DE MINAS,N/A,440,Brazil Specialty Coffee Association,2017-01-01 00:00:00,2017-11-29,Bourbon,Completed,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,Sample  80.08,11%,0 full defects,Green,5 full defects,Brazil Specialty Coffee Association,365
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,850公尺,苗栗泰安,簡義榮,10,Blossom Valley International,2014-01-01 00:00:00,2014-11-23,Typica,Completed,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,Sample  80.08,7%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.08,Arabica,Honor dela Fuente,Nicaragua,Costco Wholesale Industries,N/A,Unknown,N/A,1,Specialty Coffee Association,2013-01-01 00:00:00,2014-02-25,Other,Completed,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,Sample  80.08,10%,0 full defects,Green,4 full defects,Specialty Coffee Association,365
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,200 M,Yunlin Gukeng He bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,Sample  80.08,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,150 M,Changhua BaGuaShan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,Sample  80.08,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,250 M,Changhua BaGuaShan 彰化市八卦山,Wu kun shan 吳焜山,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,Sample  80.08,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.08,Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,CAFEORGANICO.MX,1300,ZARAGOZA ITUNDUJIA,ALBERTA TEODORO ANALCO,13,AMECAFE,2012-01-01 00:00:00,2012-09-14,Typica,Completed,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,Sample  80.08,15%,0 full defects,None,0 full defects,AMECAFE,365
80.08,Arabica,FEDERICO PACHECO PEREZ,Mexico,N/A,1300,ESCUITLA,FEDERICO PACHECO PEREZ,10,AMECAFE,2012-01-01 00:00:00,2012-08-30,Typica,Completed,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,Sample  80.08,14%,1 full defects,Green,17 full defects,AMECAFE,365
80.0,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1250,"JINOTEGA, NICARAGUA",RONALDO LACAYO CARDENAL,275,Instituto Hondureño del Café,2017-01-01 00:00:00,2017-06-13,Caturra,Completed,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,Sample  80.00,10%,0 full defects,Green,5 full defects,Instituto Hondureño del Café,365
80.0,Arabica,Ngu Shwe Li,Myanmar,Ngu Shwe Li Coffee Estate,3845,"Doe Kwin, Pyin Oo Lwin",Ngu Shwe Li Coffee Estate,1,Coffee Quality Institute,2015-01-01 00:00:00,2015-07-17,Other,Completed,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,Sample  80.00,0%,0 full defects,Green,4 full defects,Coffee Quality Institute,365
80.0,Arabica,Kurt Kappeli,Mexico,Globus Coffee,"1,300 to 1,500 meters","Sierra Fraylesca, Chiapas",various small producers,280,Specialty Coffee Association,2014-01-01 00:00:00,2014-05-01,Typica,Completed,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,Sample  80.00,0%,0 full defects,Green,2 full defects,Specialty Coffee Association,365
80.0,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,250 M,Changhua BaGuaShan 彰化市八卦山,Zhang xian tong 張献銅,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,Sample  80.00,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.0,Arabica,Doi Tung Development Project,Thailand,Doi Tung Development Project,800++,Thailand,Doi Tung Development Project,2,Specialty Coffee Association,2012-01-01 00:00:00,2013-05-29,Other,Completed,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,Sample  80.00,0%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
80.0,Arabica,PABLO ENRIQUE MARTINEZ GAMA,Mexico,N/A,1250,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,AMECAFE,2012-01-01 00:00:00,2012-09-10,Typica,Completed,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,Sample  80.00,12%,0 full defects,Green,9 full defects,AMECAFE,365
80.0,Arabica,SEMIRAMIS CASAS VELAZQUEZ,Mexico,N/A,1100,SAN MIGUEL DEL PUERTO,SEMIRAMIS CASAS VELAZQUEZ,256,AMECAFE,2012-01-01 00:00:00,2012-09-04,Other,Completed,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,Sample  80.00,11%,0 full defects,Green,12 full defects,AMECAFE,365
80.0,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,N/A,Limu,Contact name | ATO Teshome Belamo,300,Ethiopia Commodity Exchange,2010-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,Sample  80.00,5%,0 full defects,None,2 full defects,Ethiopia Commodity Exchange,365
79.92,Arabica,Federacion Nacional de Cafeteros,Colombia,Federacion Nacional de Cafeteros,N/A,Huila,N/A,275,Almacafé,2015-01-01 00:00:00,2015-04-23,Other,Completed,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,Sample  79.92,0%,0 full defects,Green,1 full defects,Almacafé,365
79.92,Arabica,Eileen Koyanagi,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,12,Specialty Coffee Association,2014-01-01 00:00:00,2014-05-12,Hawaiian Kona,Completed,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,Sample  79.92,11%,1 full defects,Green,3 full defects,Specialty Coffee Association,365
79.92,Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,"FINCA TRIUNFO VERDE, S.C.",1300,CHIAPAS,VARIOS PRODUCTORES,400,AMECAFE,2013-01-01 00:00:00,2013-03-29,Bourbon,Completed,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,Sample  79.92,12%,0 full defects,Green,4 full defects,AMECAFE,365
79.92,Arabica,ALEJANDRO GARCIA PALACIOS,Mexico,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,1100,"MOTOZINTLA, CHIAPAS",MARTHA PALACIOS,10,AMECAFE,2012-01-01 00:00:00,2012-09-11,Other,Completed,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,Sample  79.92,12%,1 full defects,Green,7 full defects,AMECAFE,365
79.92,Arabica,CHRISTINA DUSING,Mexico,N/A,1100,VERACRUZ,DELMAR MORENO GUILLEN,82,AMECAFE,2012-01-01 00:00:00,2012-08-30,Bourbon,Completed,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,Sample  79.92,0%,0 full defects,None,0 full defects,AMECAFE,365
79.92,Arabica,MONTEGRANDE,Mexico,N/A,1100,JALTENANGO,MARIA ELENA TERESA FERNANDEZ CEJA,250,AMECAFE,2012-01-01 00:00:00,2012-07-26,Catuai,Completed,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,Sample  79.92,11%,0 full defects,Green,3 full defects,AMECAFE,365
79.92,Arabica,PABLO ENRIQUE MARTINEZ GAMA,Mexico,N/A,1250,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,100,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,Sample  79.92,12%,0 full defects,Green,6 full defects,AMECAFE,365
79.92,Arabica,JESUS CARLOS CADENA VALDIVIA,Mexico,CAFETALERA LA ASUNCIÓN S.A. DE C.V.,1250,COSAUTLAN DE CARVAJAL,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,AMECAFE,2012-01-01 00:00:00,2012-07-11,Mundo Novo,Completed,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,Sample  79.92,11%,0 full defects,Green,0 full defects,AMECAFE,365
79.92,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,N/A,40,Specialty Coffee Association,N/A,2011-09-22,Other,Completed,Other,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,Sample  79.92,5%,3 full defects,None,0 full defects,Specialty Coffee Association,365
79.83,Arabica,Kennedy Macharia,Kenya,TAYLOR WINCH (COFFEE) LTD,1500,KIAMBU,YARA / BENVAR,200,Kenya Coffee Traders Association,2017-01-01 00:00:00,2017-08-25,SL34,Completed,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,Sample  79.83,11%,0 full defects,None,5 full defects,Kenya Coffee Traders Association,365
79.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,JORGE LEAL,50,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-08-22,Bourbon,Completed,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,Sample  79.83,10%,0 full defects,Green,2 full defects,Asociacion Nacional Del Café,365
79.83,Arabica,Asociación Aldea Global Jinotega,Nicaragua,Asociación Aldea Global Jinotega,1250,Jinotega,Asociación Aldea Global Jinotega,75,Asociación de Cafés Especiales de Nicaragua,2014-01-01 00:00:00,2015-03-30,Caturra,Completed,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,Sample  79.83,11%,0 full defects,Green,0 full defects,Asociación de Cafés Especiales de Nicaragua,365
79.83,Arabica,SERGIO DE LA VEQUIA BERNARDI,Mexico,N/A,1300,HUATUSCO,CIRO DE LA VEQUIA CESSA,250,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,Sample  79.83,12%,0 full defects,Green,3 full defects,AMECAFE,365
